data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota
23 de setembro de 2022;Hospedagem no Marante Plaza;Amei a estadia!!! Hotel muito bom, camas confortáveis , comida maravilhosa, piscina com uma vista extraordinária, funcionários sempre atenciosos e simpáticos e uma ducha sensacional 😎😍;;10
20 de setembro de 2022;Ótimo Hotel. Voltarei;Café da manhã excelente com muitas opções. Um almoço pode-se dizer. ;;
19 de setembro de 2022;aceitável.;localização e simpatia dos funcionários. café da manha variado.;antigo, barulhento, insonorizarão fraca. precisa de reforma.;5
18 de setembro de 2022;hotel perfeito pra ir de casal, amigos ou família . tudo lindo e limpo. funcionárias da recepção as camareiras super sim;Quarto muito confortável, Funcionários muito simpáticos e solícitos.;Não tenho do que reclamar da estada. Nem queira voltar tá casa na verdade rs;10
18 de setembro de 2022;Aceitável;Café da manhã bom , com uma tapioca maravilhosa;Colchão muito ruim e quarto pequeno;5
18 de setembro de 2022;HOTEL NOTA 10.;ATENÇÃO DOS FUNCIONÁRIOS.;TUDO FOI ÓTIMO.;10
13 de setembro de 2022;excelente;tudo de bom;;10
12 de setembro de 2022;Voltarei, mas espero melhoras nesses pontos!;Gostei da estrutura, muito boa, localização.;Não conseguimos dormir pelo barulho no corredor e as 5hs da manhã, havia um som muito alto, isso até as 6hs da manhã.;
11 de setembro de 2022;Excepcional;localização, atenção dos funcionários, café da manhã;a academia, os aparelhos muito velhos e sem manutenção;10
10 de setembro de 2022;Excepcional;Excelente atendimento.;;
10 de setembro de 2022;Excepcional;Funcionários super atenciosos;Falta de estacionamento;10
10 de setembro de 2022;Simplesmente Perfeito;Amamos o hotel como um todo. Estrutura , atendimento, alimentação e custo benefício.;Apenas a piscina é pequena mas não deixe de estar aqui por apenas este detalhe. Na verdade não tivemos tempo de usar esta área de lazer. A cidade é linda e a praia para apreciarmos . Voltaremos em breve 🇺🇸🇺🇸🇺🇸🇧🇷🇧🇷🇧🇷;10
9 de setembro de 2022;Perfeita;As acomodações são limpas e confortáveis;;10
8 de setembro de 2022;boa;tudo;nada;10
2 de setembro de 2022;Decepção;Muito bem localizado, mas acaba ficando por aí...;Quarto precisa de renovação, café da manhã muito fraco. Olhando as fotos do booking você tem uma impressão totalmente diferente.;6
25 de agosto de 2022;Excelente;Gostamos de tudo , mas o café e os funcionários são top;Só não gostei que não tinha estacionamento no hotel;10
23 de agosto de 2022;Uma bela vista em ambiente agradável.;O café era bom e bem variado. O ambiente agradável, só achei que faltou uma outra opção de travesseiro porque gosto de dormir com 2. E só havia um para cada um de nós.;;10
18 de agosto de 2022;Aceitável;localização e simpatia;vista horrível da janela, tamanho do quarto;5
14 de agosto de 2022;Aceitável;Ótimo café da manhã !;;5
10 de agosto de 2022;excelente e segura!;a localização e os funcionários!;não ter estacionamento para os carros!;10
9 de agosto de 2022;rasualvemente bem;da vista;tudo velho e mau estrutura;5
6 de agosto de 2022;Decepcionante;Localização frente a praia .;Cheiro do quarto muito ruim, lençóis com cheiro a mofo.;4
5 de agosto de 2022;Boa;Local;Psicina;10
27 de julho de 2022;passamos dias maravilhosos;o quarto que fiquei, a sala da recepção;como tive um upgrade ficou melhor ainda;10
25 de julho de 2022;Excepcional;Do café da manhã e da flexibilidade, atenção e gentileza dos funcionários.;;10
18 de julho de 2022;Vale a pena curtir Recife num hotel como esse.;os funcionários todos muito atenciosos e gentis;não gostei do bolinho de bacalhau, não é possível um cozinheiro fazer um bolinho de bacalhau tão mole e sem gosto.;10
18 de julho de 2022;Tudo maravilhoso.;Café da manhã excelente.;;
17 de julho de 2022;excelente;banheiro;espaço do cafe da manha;10
13 de julho de 2022;Excelente custo benefício.;Bom café da manhã e excelente localização.;;10
10 de julho de 2022;Excelentes localização e custo-benefício.;Excelente localização e ótimo café da manhã. Recepção atenciosa;Vazamento nas janelas frente mar.;10
6 de julho de 2022;Caro para o que oferece;O atendimento da equipe foi muito prestativo e cordial.;As instalações e conforto do quarto não é de um hotel 4 estrelas.;6
4 de julho de 2022;Satisfatório;localização;;6
2 de julho de 2022;Excepcional;Tudo muito bom, principalmente a localização e o custo/benefício.;;10
24 de junho de 2022;Experiência maravilhosa no Hotel Marante! obrigado pela cordialidade e pelo zelo em nossa estadia.;Zelo pelo conforto dos hóspedes. Excelente!;Nada a declarar, tudo em ordem!;10
21 de junho de 2022;Muito confortável e acolhedora;organização e conforto;;10
16 de junho de 2022;Excepcional;A segurança e a cordialidade na permanência.;Nada. tudo maravilhoso.;10
15 de junho de 2022;Maravilhoso;Quarto com vista maravilhosa, café da manhã excepcional.;;10
14 de junho de 2022;Razoável. Tem muito a melhorar.;Equipe do hotel atenciosa e prestativa. Localização excelente.;Quarto com cheiro de mofo. Travesseiros mal cheirosos. Toalhas velhas. Motoristas de táxi que prestam atendimento ao hotel mal educados(tem exceção, lógico). O que me levou ao aeroporto era um motorista velho demais, dirigia mal, desatento e corria em excesso. sem condições.;6
6 de junho de 2022;Excepcional;tudo , sem nenhum defeito 🙏🏻🙌🏻;;10
1º de junho de 2022;Valeu cada centavo! voltarei com certeza!;o meu quarto era incrível ;;
29 de maio de 2022;Excepcional;localização;;10
27 de maio de 2022;Caro pelo que oferece.;Gostei da localização e visual.;Não gostei do atendimento. O quarto estava com o chão todo molhado, pedi para enxugarem e estou esperando até hoje. O frigobar não tem absolutamente nada, nem uma água de cortesia. Os parcos móveis do quarto são velhos e desmanchando. Pedi um quarto com cama de casal e não fui atendido. O café da manhã com pouca variedade e frutas verdes todos os dias. O restaurante deixa muito a desejar.;6
21 de maio de 2022;Satisfatório;Café da manhã atende bem.;Quarto com cheiro de mofo.;6
18 de maio de 2022;Não recomendo!;Apenas da localização.;Nao tem estacionamento, quarto extremamente velho, cheirando mal, funcionários com cara feia. Banheiro, mofado. Ar condicionado antigo, barulhento!;4
16 de maio de 2022;Excepcional;Achei ótimo.;Estacionamento;10
15 de maio de 2022;RegulaR;Limpeza.;Atendimento.;
12 de maio de 2022;Super recomendo! Excelente.;Super recomendo! Confortavel e café da manha excelente. Que permaneça assim sempre que voltarei na próxima.;Não tem estacionamento próprio, tem que deixar na rua.;10
9 de maio de 2022;Excepcional;localização ótima! café variado e gostoso. Equipe atenciosa;;10
8 de maio de 2022;show tudo;tudo;nada;10
8 de maio de 2022;Excepcional;Relação custo benefício é serviço.;;10
6 de maio de 2022;Excepcional;Excelente atendimento;;10
6 de maio de 2022;Decepcionante.;O banheiro estava novo. acredito que tenha sido reformado. Bom banho! Localização muito boa.;As fotos do quarto literalmente não condizem;
6 de maio de 2022;Razoável;Localização;Sem estacionamento , não tem bar na área na piscina, equipamentos da academia com defeitos.;5
6 de maio de 2022;Satisfatório;Localização;Frigobar sem qq bebida;
5 de maio de 2022;Excepcional;Do quarto e do café da manhã!;;10
4 de maio de 2022;Excepcional;Principalmente do atendimento e da localização;Limpeza do quarto deixou um pouco a desejar;10
3 de maio de 2022;Excepcional;Todo o sv..muito bom!!;;10
1º de maio de 2022;não;sim;o quarto;6
30 de abril de 2022;muito boa;conforto;não tenho do que reclamar;10
27 de abril de 2022;Muito agradável, recomendo a todos.;Quarto confortável, banheiro em bom estado. Café da manhã muito bom. Serviço de quarto bom. Ótima localização.;Apenas as roupas de cama estavam um pouco gastas.;10
25 de abril de 2022;Aceitável;Tudo bem limpo, café da manhã bom. Funcionários cordiais.;"Acomodação sem manutenção adequada... móveis e instalações muito antigas, sem a manutenção/renovação adequada. Quarto antigo, box de ""cortina"", banheiro escuro.";5
22 de abril de 2022;Excelente localização.;Atendimento cordial por parte de todos os funcionários. Conforto do quarto dentro do esperado. Silêncio absolutado durante o período noturno. Café da manhã farto.;;10
21 de abril de 2022;decepcionante.;localização;ar condicionado vazando água, quarto pequeno. Não parece um hotel na beira da praia de Bia viagem.;5
14 de abril de 2022;Falta de limpeza e conforto.;Apenas da vista do quarto o que estou atribuindo o mar porque as janelas de vidro estavam sujas para uma bela fotografia.;Limpeza e roupa de cama;1
12 de abril de 2022;Precisa melhorar as acomodações assim como a variedade no café da manhã;;Fiquei no quarto 408, muito barulho pela manhã por se tratar de estar de frente para os elevadores, ar condicionado vazando e quebrado pois não é possível regular a temperatura ficando apenas no mais forte, colchões acredito que nunca foram trocados (moles) péssimo para dormir assim como nos travesseiros... Suportável para dois dias quem ficar mais que isso vai ter problemas para dormir tanto pelo barulho quanto pelo conforto!;6
8 de abril de 2022;estadia perfeita!;Ótima localização. Café da manhã muito farto e com comidas típicas, além das tradicionais, bem saborosas. Todos os funcionários são muito prestativos e educados. Quarto confortável.;;10
4 de abril de 2022;Excepcional;Localização;;
3 de abril de 2022;Aceitável;localização;o Booking.com informou que eu podia parcelar a estadia em até 4x sem juros porém o hotel disse q não poderia. portanto, falta comunicação do hotel com o booking.;5
1º de abril de 2022;Um dos melhores em Recife;Pra quem for pra Recife não indico outro, super confortável, apartamentos com vista pro mar, Terraço com piscina e hidro e uma bela vista, atendimento de bebida e alimentos nos quartos ou piscina, academia com uma bela vista do por do sol, quartos com muito conforto.;;10
29 de março de 2022;Razoável;Localização;;
28 de março de 2022;Excepcional;Atendimento, localização, café da manhã e custo benefício. Eu não sou fã de ar-condicionado central, mas o ar-cond. central doHotel estava excelente. Funcionou perfeitamente, bem frio.;;10
28 de março de 2022;Excenlente.;Café da manhã excelente, funcionários atenciosos, bem como a localização excelente.;não se aplica.;10
2 de janeiro de 2024;Muito bom;Localização;Cama e travesseiros antigos.;
18 de outubro de 2022;boa;Café da manhã é farto e muito bom. A localização é perfeita.;Não gostei do atendimento da moça da tapioca, ela é bem mal humorada, mas acho que ela fica bem sobrecarregada tb, o que aí já é culpa da administração, uma vez que ela fica sozinha atendendo mil pessoas ao mesmo tempo. ;
9 de agosto de 2022;Muito bom;Muito bom a acomodação voltaria com certeza..;Não tem…;8
19 de junho de 2022;Excelente hotel. super recomendo.;Hotel bem localizado e o quarto e bastante limpo.;o café da manhã tinha poucas opções.;9
1º de junho de 2022;Bom;achei o atendimento mto;;
31 de julho de 2023;Dias maravilhosos nesta terra querida;Atendimento dos funcionários;As roupas de camas;10
22 de maio de 2023;ruim;água forte no chuveiro;o quarto está com cheiro ruim e tinha uma Xuxa de outra pessoa no banheiro.;5
30 de dezembro de 2022;foi muito boa;o ambiente;;10
17 de setembro de 2022;Excepcional;vista pro mar bem boa, café da manhã bom;o recepcionista da noite não foi muito cortês;10
12 de setembro de 2022;Perfeita;Dos quartos e café da manhã;;10
26 de março de 2025;Muito bom;Great location, nice staff, decent breakfast;The rooms didn’t have a lot of ambience and bad lighting in the bathroom;8
16 de fevereiro de 2025;Excellent;Café da manhã;;9
2 de fevereiro de 2025;Reciefe in December;The location worked out well and this end of the beach felt safe and kept pretty clean.;Took a little effort to get the AC system adjusted so it wasn't to cold.;8
27 de janeiro de 2025;Solid but nothing great;#NOME?;;
9 de janeiro de 2025;Fair price for what it offers.;Breakfast was very nice.;;
27 de outubro de 2024;Good location;Location on beach front, bed was comfortable.;Noise from the road, we were on level 2 and it was noisy.;8
22 de setembro de 2024;Good beach hotel;A well located hotel for the beach in a safe area of the city. Convenient for the airport. Decent buffet breakfast.;Nothing of note.;8
4 de setembro de 2024;Good value;Location, size, breakfast;AC in the room was on/off (no temperature control), and we had to request blankets.;9
21 de agosto de 2024;Very good stay.;Breakfast was very good. Location was superb.Difficult question!;Nothing could be better;9
15 de agosto de 2024;Comfy accommodation in great location.;Location. Friendly staff. Comfy room.;A bit outdated. Air conditioning very noisy.;8
14 de março de 2024;Fantástico;Localization;Air conditioning too cold with no means of control;9
7 de março de 2024;Very well located hotel . Clean , well managed property .;The property is well located on the beach . The room had excellent AC and black out curtains . They offered a large buffet breakfast . Great front desk staff .;The pillows were very firm , and gave me a stiff neck . I used a throw pillow instead . ;
